Category,Title,Kids Abstract,Abstract (Original academic paper),URL (Original academic paper),Reading Levels
Energy-And-Climate Articles,Cold ocean hot summer,"Climate change is causing the Earth to get hotter; 2015 is the hottest year ever recorded and is on course to be surpassed by 2016. Extreme heat waves are getting more common, causing untimely deaths for vulnerable populations like elderly people, as well as increased energy requirements for air conditioning and problems for natural ecosystems.We noticed that in the months just before Central Europe experienced an especially harsh heat wave in the summer of 2015, the surface temperatures in the Northeast Atlantic Ocean were exceptionally cold. Yes, cold. Why would the ocean be extra-cold before the air over land was extra-warm? Could these unusually cool ocean surface temperatures in the North Atlantic ocean be a precursor to heat waves in Europe? If so, monitoring ocean temperatures could help us predict  and prepare for  heat waves in the future.","The North Atlantic and Europe experienced two extreme climate events in 2015: exceptionally cold ocean surface temperatures and a summer heat wave ranked in the top ten over the past 65 years. Here, we show that the cold ocean temperatures were the most extreme in the modern record over much of the mid-high latitude North-East Atlantic. Further, by considering surface heat loss, ocean heat content and wind driven upwelling we explain for the first time the genesis of this cold ocean anomaly. We find that it is primarily due to extreme ocean heat loss driven by atmospheric circulation changes in the preceding two winters combined with the re-emergence of cold ocean water masses. Furthermore, we reveal that a similar cold Atlantic anomaly was also present prior to the most extreme European heat waves since the 1980s indicating that it is a common factor in the development of these events. For the specific case of 2015, we show that the ocean anomaly is linked to a stationary position of the Jet Stream that favours the development of high surface temperatures over Central Europe during the heat wave. Our study calls for an urgent assessment of the impact of ocean drivers on major European summer temperature extremes in order to provide better advance warning measures of these high societal impact events.",http://iopscience.iop.org/article/10.1088/1748-9326/11/7/074004,Lower high school
Energy-And-Climate Articles,Did atmospheric waves get wavier,"Have you ever seen those wavy lines on a weather map? than Alaska! We wanted to know how wavy those waves Those lines are called isohypses (similar to isobars) and are, and if the waviness is changing over time. To find out, those large waves have a big impact on our weather. Bigger we developed a way to count the waviest waves and then waves mean more strange temperature extremes, like long compared data for the last thirty years. Climate change might heat waves, or long periods of freezing weather. If the waves actually make the waves wavier. And that might lead to more are really large, you can have a day where Ohio is colder extreme weatherheat waves and cold snapsin the future.","Strong waves in the mid-latitude circulation have been linked to extreme surface weather and thus changes in waviness could have serious consequences for society. Several theories have been proposed which could alter waviness, including tropical sea surface temperature anomalies or rapid climate change in the Arctic. However, so far it remains unclear whether any changes in waviness have actually occurred. Here we propose a novel meandering index which captures the maximum waviness in geopotential height contours at any given day, using all information of the full spatial position of each contour. Data are analysed on different time scale (from daily to 11 day running means) and both on hemispheric and regional scales. Using quantile regressions, we analyse how seasonal distributions of this index have changed over 19792015. The most robust changes are detected for autumn which has seen a pronounced increase in strongly meandering patterns at the hemispheric level as well as over the Eurasian sector. In summer for both the hemisphere and the Eurasian sector, significant downward trends in meandering are detected on daily timescales which is consistent with the recently reported decrease in summer storm track activity. The American sector shows the strongest increase in meandering in the warm season: in particular for 11 day running mean data, indicating enhanced amplitudes of quasi-stationary waves. Our findings have implications for both the occurrence of recent cold spells and persistent heat waves in the mid-latitudes",http://iopscience.iop.org/article/10.1088/1748-9326/11/9/094028,Upper high school
Energy-And-Climate Articles; Social-Science Articles,Do hot neighborhoods affect everyone equally,"Have you ever noticed how it can be really hot on the It turns out that people of color have higher exposure to sidewalk, but comfortable and cool under a tree? In a city, the urban heat island effect than white people in all but six of where there are lots of buildings and roads, it can get hotter these cities! Poor people also usually have higher exposure. than the countryside. There is a name for this: the urban climate change is going to make hot days even hotter. We heat island effect. We wanted to know whether the urban hope that city leaders use our data to help neighborhoods heat island effect affects everyone in cities equally. We prepare for climate change. looked at data about big cities in the United States.","Urban heat stress poses a major risk to public health. Case studies of individual cities suggest that heat exposure, like other environmental stressors, may be unequally distributed across income groups. There is little evidence, however, as to whether such disparities are pervasive. We combine surface urban heat island (SUHI) data, a proxy for isolating the urban contribution to additional heat exposure in built environments, with census tract-level demographic data to answer these questions for summer days, when heat exposure is likely to be at a maximum. We find that the average person of color lives in a census tract with higher SUHI intensity than non-Hispanic whites in all but 6 of the 175 largest urbanized areas in the continental United States. A similar pattern emerges for people living in households below the poverty line relative to those at more than two times the poverty line.",https://doi.org/10.1038/s41467-021-23972-6,Lower high school; Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles,How are apple farmers adapting to climate change,"Farmers, more than anyone else in the world, depend on both types of activities could provide the best adaptation predictable and stable weather patterns to do their job. to climate change. To be sure, though, further on-farm Climate change, therefore, poses a significant threat to studies are needed to confirm this recommendation. food production worldwide. Agriculturalists have been doing their best to adapt to these changes, but we dont really know exactly what the farmers have been doing (or why).","Agriculture is one of the most vulnerable sectors to climate change. Farmers have been exposed to multiple stressors including climate change, and they have managed to adapt to those risks. The adaptation actions undertaken by farmers and their decision making are, however, only poorly understood. By studying adaptation practices undertaken by apple farmers in three regions: Nagano and Kazuno in Japan and Elgin in South Africa, we categorize the adaptation actions into two types: farmer initiated bottom-up adaptation and institution led top-down adaptation. We found that the driver which differentiates the type of adaptation likely adopted was strongly related to the farmers characteristics, particularly their dependence on the institutions, e.g. the farmers cooperative, in selling their products. The farmers who rely on the farmers cooperative for their sales are likely to adopt the institution-led adaptation, whereas the farmers who have established their own sales channels tend to start innovative actions by bottom-up. We further argue that even though the two types have contrasting features, the combinations of the both types of adaptations could lead to more successful adaptation particularly in agriculture. This study also emphasizes that more farm-level studies for various crops and regions are warranted to provide substantial feedbacks to adaptation policy.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0120563,Lower high school; Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles,How can CO2 help agriculture in the face of climate change,"Humans are increasing the amount of carbon dioxide (CO2) in the air through CO2 emissions. This is changing the climate, making life harder for many plants in areas that suffer from heat and drought. However, plants need CO2 to grow, and more CO2 can make them grow better. So will plants overall benefit from increased CO2 level or suffer from it?We wanted to test if the positive effect would offset the negative ones. To do so, we used scientific models to calculate future crop production and water use of four important crops all over the world under different scenarios of CO2 emissions and climate change.Our calculations show that although there will be large reductions in crop yield due to climate change over the next century, some crops will still be able to grow well. This is also because crops can grow with less water when CO2 levels are raised.","Rising atmospheric CO2concentrations ([CO2]) are expected to enhance photosynthesis and reduce crop water use1. However, there is high uncertainty about the global implications of these effects for future crop production and agricultural water requirements under climate change. Here we combine results from networks of field experiments1,2and global crop models3to present a spatially explicit global perspective on crop water productivity (CWP, the ratio of crop yield to evapotranspiration) for wheat, maize, rice and soybean under elevated [CO2] and associated climate change projected for a high-end greenhouse gas emissions scenario. We find CO2effects increase global CWP by 10[0;47]%27[7;37]% (median[interquartile range] across the model ensemble) by the 2080s depending on crop types, with particularly large increases in arid regions (by up to 48[25;56]% for rainfed wheat). If realized in the fields, the effects of elevated [CO2] could considerably mitigate global yield losses whilst reducing agricultural consumptive water use (417%). We identify regional disparities driven by differences in growing conditions across agro-ecosystems that could have implications for increasing food production without compromising water security. Finally, our results demonstrate the need to expand field experiments and encourage greater consistency in modelling the effects of rising [CO2] across crop and hydrological modelling communities.",https://www.nature.com/articles/nclimate2995?proof=true&draft=journal,Upper high school
Energy-And-Climate Articles; Water-Resources Articles,How can the eruption of a volcano affect the ocean everywhere on Earth,"Did you know that a volcanic eruption can affect the entire world? When the Hunga Tonga-Hunga Haapai volcano erupted on January 15, 2022, it affected the ocean everywhere. Thats because it created an atmospheric wave that disturbed the ocean. It also generated a tsunami. We analyzed weather station and tidal gauge data to learn more about the effects of the Hunga Tonga-Hunga Haapai volcanic eruption on Mexico. We learned that the atmospheric wave moved across the world many times. We also learned that the tsunami reached heights of up to 2 meters (6.5 feet) along the Pacific coast of Mexico. Our analysis of the tsunami warning system in Mexico showed that most people were not informed to stay away from the ocean. Based on our analysis, we recommend making changes to tsunami warning systems.","The massive explosion by the January 15, 2022 Hunga Tonga-Hunga Haapai volcano in Tonga triggered a trans-oceanic tsunami generated by coupled ocean and atmospheric shock waves during the explosion. The tsunami reached first the coast of Tonga, and later many coasts around the world. The shock wave went around the globe, causing sea perturbations as far as the Caribbean and the Mediterranean seas. We present the effects of the January 15, 2022 Tonga tsunami on the Mexican Pacific Coast, Gulf of Mexico, and Mexican Caribbean coast, and discuss the underrated hazard caused by great volcanic explosions, and the role of early tsunami warning systems, in particular in Mexico. The shock wave took about 7.5h to reach the coast of Mexico, located about 9000km away from the volcano, and the signal lasted several hours, about 133h (5.13days). The shock wave was the only cause for sea alterations on the Gulf of Mexico and Caribbean Sea, while at the Mexican Pacific coast both shock wave and the triggered tsunami by the volcano eruption and collapse affected this coast. The first tsunami waves recorded on the Mexican Pacific coast arrived around 12:35 on January 15, at the L?zaro C?rdenas, Michoac?n tide gauge station. The maximum tsunami height exceeded 2m at the Ensenada, Baja California, and Manzanillo, Colima, tide gauge stations. Most tsunami warning advisories, with two exceptions, reached communities via social media (Twitter and Facebook), but did not clearly state that people must stay away from the shore. We suggest that, although no casualties were reported in Mexico, tsunami warning advisories of far-field tsunamis and those triggered non-seismic sources, such as landslides and volcanic eruptions, should be included and improved to reach coastal communities timely, explaining the associated hazards on the coast.",https://link.springer.com/article/10.1007/s00024-022-03017-9,Elementary school; Lower high school; Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles; Pollution Articles,How can we make biofuels more climate friendly,"Wouldnt it be great to find a fuel that powers our cars and planes without polluting the environment or warming up our planet? Fuels made from plants, like corn or sugarcane, called biofuels, appeared to be more climate-friendly than burning fossil fuels. Unfortunately, it turns out that many biofuels are no better, if not worse, than their fossil fuel counterparts in their impact on our climate. This is because they use up more fossil fuels in their production than they were meant to save! We wanted to see if we could change that and find a more climate-friendly way to produce biofuels. And we did! We found two promising candidates that we tested in field experiments in Hawaii. We showed that a conservation-oriented production method (no tillage, less water, less fertilizer) and good crop selection are crucial for producing better biofuels.","Replacing fossil fuel with biofuel is environmentally viable from a climate change perspective only if the net greenhouse gas (GHG) footprint of the system is reduced. The effects of replacing annual arable crops with perennial bioenergy feedstocks on net GHG production and soil carbon (C) stock are critical to the system-level balance. Here, we compared GHG flux, crop yield, root biomass, and soil C stock under two potential tropical, perennial grass biofuel feedstocks: conventional sugarcane and ratoon-harvested, zero-tillage napiergrass. Evaluations were conducted at two irrigation levels, 100% of plantation application and at a 50% deficit. Peaks and troughs of GHG emission followed agronomic events such as ratoon harvest of napiergrass and fertilization. Yet, net GHG flux was dominated by carbon dioxide (CO2), as methane was oxidized and nitrous oxide (N2O) emission was very low even following fertilization. High N2O fluxes that frequently negate other greenhouse gas benefits that come from replacing fossil fuels with agronomic forms of bioenergy were mitigated by efficient water and fertilizer management, including direct injection of fertilizer into buried irrigation lines. From soil intensively cultivated for a century in sugarcane, soil C stock and root biomass increased rapidly following cultivation in grasses selected for robust root systems and drought tolerance. The net soil C increase over the two-year crop cycle was three-fold greater than the annualized soil surface CO2 flux. Deficit irrigation reduced yield, but increased soil C accumulation as proportionately more photosynthetic resources were allocated belowground. In the first two years of cultivation napiergrass did not increase net greenhouse warming potential (GWP) compared to sugarcane, and has the advantage of multiple ratoon harvests per year and less negative effects of deficit irrigation to yield.",http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168510,Lower high school; Upper high school
Energy-And-Climate Articles; Social-Science Articles; Water-Resources Articles,How can we prepare for droughts,"Droughts are common in many parts of the world. Yet We analyzed drought projections for Texas a large state in climate change has made them more severe and difficult to the USA with both wet and dry regions. They show that the predict. This makes it harder for water suppliers to plan for conditions there will be even drier and hotter in the future. the future. Currently, they use data from past droughts to Water planning needs to adapt to these changes and take make these decisions. But we think its important to consider future climate change into account. Climate models would future changes as well. be very helpful for that.","Long-range water planning is complicated by factors that are rapidly changing in the 21st century, including climate, population, and water use. Here, we analyze climate factors and drought projections for Texas as an example of a diverse society straddling an aridity gradient to examine how the projections can best serve water stakeholder needs. We find that climate models are robust in projecting drying of summer-season soil moisture and decreasing reservoir supplies for both the eastern and western portions of Texas during the 21st century. Further, projections indicate drier conditions during the latter half of the 21st century than even the most arid centuries of the last 1,000 years that included megadroughts. To illustrate how accounting for drought nonstationarity may increase water resiliency, we consider generalized case studies involving four key stakeholder groups: agricultural producers, large surface water suppliers, small groundwater management districts, and regional water planning districts. We also examine an example of customized climate information being used as input to long-range water planning. We find that while stakeholders value the quantitative capability of climate model outputs, more specific climate-related information better supports resilience planning across multiple stakeholder groups. New suites of tools could provide necessary capacity for both short- and long-term, stakeholder-specific adaptive planning.",http://dx.doi.org/10.1029/2020EF001552,Lower high school; Middle school
Energy-And-Climate Articles; Water-Resources Articles,How can we protect the seabed from storms,"Have you seen any unusual weather recently? One of the a difference? Some areas of the sea are protected from changes we may see because of climate change is more destructive fishing methods. These areas are called Marine severe storms in the UK. When storms hit the coastline, they Protected Areas. We wanted to find out if the organisms in create strong waves. This really shakes up the organisms these areas are better at facing and recovering from severe living on the seabed. But do methods of fishing also make storms than fished areas.","Marine protected areas (MPAs) are employed as tools to manage human impacts, especially fishing pressure. By excluding the most destructive activities MPAs can rewild degraded areas of seabed habitat. The potential for MPAs to increase ecosystem resilience from storms is, however, not understood, nor how such events impact seabed habitats. Extreme storm disturbance impact was studied in Lyme Bay MPA, Southwest United Kingdom, where the 2008 exclusion of bottom-towed fishing from the whole site allowed recovery of degraded temperate reef assemblages to a more complex community. Severe storm impacts in 20132014 resulted in major damage to the seabed so that assemblages in the MPA were more similar to sites where fishing continued than at any point since the designation of the MPA; the communities were not dominated by species resistant to physical disturbance. Nevertheless, annual surveys since 2014 have demonstrated that the initial recovery of MPA assemblages was much quicker than that seen following the cessation of chronic towed fishing impact in 2008. Likewise, General Additive Mixed Effect Models (GAMMs) showed that inside the MPA increases in diversity metrics post-Storm were greater and more consistent over time than post-Bottom-Towed Fishing. As extreme events are likely to become more common with climate change, wave exposure observations indicated that 29% of coastal reef MPAs around the United Kingdom may be exposed to comparable wave climate extremes, and may be similarly impacted. This paper therefore provides an insight into the likely extent and magnitude of ecological responses of seabed ecosystems to future extreme disturbance events.",https://www.frontiersin.org/articles/10.3389/fmars.2021.671427/full,Lower high school; Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles,How can we reduce our environmental footprint one food at a time,"Have you ever wondered what you can do to help the environment and slow climate change? What about eating certain foods because they are better for the environment? Producing the food you eat uses a lot of water and releases gases that warm the planet. If you ate foods that had a smaller impact on the environment, you could help fight climate change.But its hard for most people to change their entire diet! So we wondered if replacing just one food could reduce a persons impact on the environment. We collected diet data from a national survey in the USA. We figured out which foods produced the most carbon emissions. Then we created new potential diets where we substituted foods that had a smaller impact. We found that replacing beef products reduced carbon emissions and water use the most. That means not eating beef can lower the impact of your diet on the environment.","Background: Human food systems substantially affect the environment, but the impacts vary widely by food. Guidance to individuals to reduce their dietary impacts would benefit from easy advice, but little is known about the specific population impacts of simple changes on self-selected diets.  Objectives: The objective was to estimate the potential impact of a single dietary substitution on the carbon and water scarcity footprints of self-selected diets in the United States.  Methods: This cross-sectional modeling study used 24-h dietary recall data from the 2005-2010 waves of the NHANES. Greenhouse gas emissions (GHGE) in the production of foods as well as irrigated water use, characterized by its relative scarcity at production locations, were matched to all foods in the recalls using previously developed databases. Impacts were summed to create carbon and water scarcity footprints for diets (n = 16,800) of adults aged >18 y. Diet quality was assessed using the Healthy Eating Index (HEI). Foods with the highest impact on GHGE and selected additional foods were substituted for calorically equivalent, less impactful items. Footprints were calculated before and after these hypothetical substitutions.  Results: The highest impact foods were all beef items, and 19.8% of individuals consumed them (n = 3320). After substitution of these items with poultry or pork, the mean carbon and water scarcity footprints among those with substitutions significantly decreased (P < 0.001) by 48.4  0.6% and 29.9  0.4%, respectively. Across the entire sample, these represented mean reductions of 9.6  0.3% and 5.9  0.2%, respectively. The mean HEI after substitutions was 3.6  0.1% higher than before (P < 0.001). None of the selected additional foods had population impacts as large as the beef substitutions.  Conclusions: Simple substitutions can be made in individuals' diets to substantially reduce their carbon and water scarcity footprints without sacrificing dietary quality. Such substitutions may be easier to promote than complex dietary patterns.",https://pubmed.ncbi.nlm.nih.gov/35024805/,Lower high school; Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles; Social-Science Articles,How do our food choices affect the environment,"Which diets are the most healthy and environmentally sustainable? Many scientists have tried to answer this question by researching the impacts of peoples food choices on health and the environment. We compiled all this previous research to summarize how changes to what we eat would affect water use, land use, greenhouse gas emissions, and human health. Overall, we found that if people shifted their diets to eat less animal-sourced food and more fruits and vegetables, it would generally reduce environmental impacts. Furthermore, there would also likely be benefits to health.","Food production is a major driver of greenhouse gas (GHG) emissions, water and land use, and dietary risk factors are contributors to non-communicable diseases. Shifts in dietary patterns can therefore potentially provide benefits for both the environment and health. However, there is uncertainty about the magnitude of these impacts, and the dietary changes necessary to achieve them. We systematically review the evidence on changes in GHG emissions, land use, and water use, from shifting current dietary intakes to environmentally sustainable dietary patterns. We find 14 common sustainable dietary patterns across reviewed studies, with reductions as high as 7080% of GHG emissions and land use, and 50% of water use (with medians of about 2030% for these indicators across all studies) possible by adopting sustainable dietary patterns. Reductions in environmental footprints were generally proportional to the magnitude of animal-based food restriction. Dietary shifts also yielded modest benefits in all-cause mortality risk. Our review reveals that environmental and health benefits are possible by shifting current Western diets to a variety of more sustainable dietary patterns.",http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165797,Lower high school; Upper high school
Energy-And-Climate Articles,How do some algae make the Earth warmer,"If you have ever visited a lake, a pond, or even the ocean, then you know about algae  not only the big ones that wash up on the beach, but also the much smaller microalgae. Responsible for the green you see on the water, these tiny organisms are not only the foundation of the aquatic food web, but they also photosynthesize. That means they take carbon dioxide out of the atmosphere like plants. And we all know how important that is because of global warming! Interestingly, some algae also produce nitrous oxide  another greenhouse gas. We wanted to find out which type of algae produces it and how they create it. We tested different types of algae in both light and dark environments, which made us realize that only green algae make nitrous oxide from nitric oxide, and they have different ways of doing it based on the amount of light available. We also linked the nitric oxide production to fertilizers, implying that there may be a way to reduce the amount of nitrous oxide produced by algae in the future.","Significance Nitrous oxide (N2O), the third most important greenhouse gas in the atmosphere, is produced in great quantities by microalgae, but molecular mechanisms remain elusive. Here we show that the green microalga Chlamydomonas reinhardtii produces N2O in the light by a reduction of NO driven by photosynthesis and catalyzed by flavodiiron proteins, the dark N2O production being catalyzed by a cytochrome p450. Both mechanisms of N2O production are present in chlorophytes, but absent from diatoms. Our study provides an unprecedented mechanistic understanding of N2O production by microalgae, allowing a better assessment of N2O-producing hot spots in aquatic environments. Nitrous oxide (N2O), a potent greenhouse gas in the atmosphere, is produced mostly from aquatic ecosystems, to which algae substantially contribute. However, mechanisms of N2O production by photosynthetic organisms are poorly described. Here we show that the green microalga Chlamydomonas reinhardtii reduces NO into N2O using the photosynthetic electron transport. Through the study of C. reinhardtii mutants deficient in flavodiiron proteins (FLVs) or in a cytochrome p450 (CYP55), we show that FLVs contribute to NO reduction in the light, while CYP55 operates in the dark. Both pathways are active when NO is produced in vivo during the reduction of nitrites and participate in NO homeostasis. Furthermore, NO reduction by both pathways is restricted to chlorophytes, organisms particularly abundant in ocean N2O-producing hot spots. Our results provide a mechanistic understanding of N2O production in eukaryotic phototrophs and represent an important step toward a comprehensive assessment of greenhouse gas emission by aquatic ecosystems.",https://doi.org/10.1073/pnas.1915276117,Lower high school; Middle school; Upper high school
Energy-And-Climate Articles; Water-Resources Articles,How do tiny ocean critters affect the global carbon cycle,"Carbon is the elemental building block for all living things. Over time, carbon moves through the land, air, and oceans in a process called the carbon cycle. Parts of the oceanic carbon cycle are still a mystery. How do tiny photosynthetic microbes and bacteria in the ocean affect the carbon cycle? Why does some carbon stay in the ocean for thousands of years while other carbon moves from the ocean to the air in just seconds or minutes? By combining new methods from chemistry, biology, and data management, we are investigating carbon dissolved in seawater. Eventually, wed like to understand how bacteria in the ocean will react to our changing climate  will they help store more carbon safely in the ocean or will they speed climate change by adding more carbon to the atmosphere?","Dissolved organic matter (DOM) in the oceans is one of the largest pools of reduced carbon on Earth, comparable in size to the atmospheric CO2 reservoir. A vast number of compounds are present in DOM, and they play important roles in all major element cycles, contribute to the storage of atmospheric CO2 in the ocean, support marine ecosystems, and facilitate interactions between organisms. At the heart of the DOM cycle lie molecular-level relationships between the individual compounds in DOM and the members of the ocean microbiome that produce and consume them. In the past, these connections have eluded clear definition because of the sheer numerical complexity of both DOM molecules and microorganisms. Emerging tools in analytical chemistry, microbiology, and informatics are breaking down the barriers to a fuller appreciation of these connections. Here we highlight questions being addressed using recent methodological and technological developments in those fields and consider how these advances are transforming our understanding of some of the most important reactions of the marine carbon cycle.",http://www.pnas.org/content/113/12/3143.full.pdf,Lower high school; Upper high school
Energy-And-Climate Articles; Water-Resources Articles,How does carbon cycle through the oceans,"Imagine you were a detective following a carbon dioxide (CO2) molecule, for instance, one of the millions you just exhaled. Where does it go? Up away into the atmosphere? Is it used by a plant to build a green leaf? Guess what: a lot of the carbon we (and our cars and factories) exhale actually ends up in the ocean. So get ready to get wet! Once in the ocean, the CO2 molecule might hang around in the surface for a short while before jumping back to the air above, or it might travel deep down to the bottom of the ocean where it stays trapped for hundreds of years. We created a computer model (a type of virtual ocean) to act like such a detective, tracking CO2 in the ocean to discover where it goes and how long it will stay. We found that carbon cycles very differently in different latitudes of the ocean. This was not known before and provides important clues about how the ocean will respond to, and contribute to, global climate change.","The transfer efficiency of sinking organic particles through the mesopelagic zone and into the deep ocean is a critical determinant of the atmosphere?ocean partition of carbon dioxide (CO2). Our ability to detect large-scale spatial variations in transfer efficiency is limited by the scarcity and uncertainties of particle flux data. Here we reconstruct deep ocean particle fluxes by diagnosing the rate of nutrient accumulation along transport pathways in a data-constrained ocean circulation model. Combined with estimates of organic matter export from the surface, these diagnosed fluxes reveal a global pattern of transfer efficiency to 1,000 m that is high (?25%) at high latitudes and low (?5%) in subtropical gyres, with intermediate values in the tropics. This pattern is well correlated with spatial variations in phytoplankton community structure and the export of ballast minerals, which control the size and density of sinking particles. These findings accentuate the importance of high-latitude oceans in sequestering carbon over long timescales, and highlight potential impacts on remineralization depth as phytoplankton communities respond to a warming climate.",http://www.pnas.org/content/113/31/8606.abstract,Lower high school; Upper high school
Energy-And-Climate Articles; Social-Science Articles,How does climate change affect poor people in Africa,"Our planet is warming up! That doesnt mean we will have We studied one of the poorest regions in the world, nicer weather, though. It means we have weather events sub-Saharan Africa (SSA). We analyzed data from thousands that are more extreme. Floods, droughts, and heatwaves are of families living all across the continent and looked at what more powerful and are happening more often. People lose happens to them when extreme weather events occur. We their homes, jobs, and eat less food. And poor people suffer found that floods had a worse impact than heatwaves and the most! People who are very poor do not have enough droughts. Finally, we predicted that because of climate resources to handle the effects of extreme weather events. change, the number of people living in poverty there could To help them in the future, we need a good understanding increase in years. Our results could be very useful for of what is happening now. planning ways to help people in Africa.","To estimate the effects of weather conditions on welfare globally, cross-country comparisons need to rely on international poverty lines and comparable data sources at the micro-level. To this end, nationally representative household surveys can offer a useful instrument, also at the sub-national level. This study seeks to expand the existing knowledge on the determinants of poverty in Africa south of the Sahara (SSA), examining how long-term climatic conditions and year-specific weather shocks affect expenditure per capita. We take advantage of a novel and unique dataset combining consumption-based household surveys for 24 SSA countries -representative of more than half of the African population and two thirds of SSA- and geospatial information on agro-climatic conditions, market access and other spatial covariates of poverty. To our knowledge, it is the first time that a welfare-based, multidisciplinary, micro-level dataset with such wide spatial coverage has been assembled and examined. Our analysis relies on a linear and spatial model at the household- and district-level, respectively, both controlling for socio-economic, demographic, and geographic confounding factors. Results are consistent across econometric approaches, showing that living in more humid areas is positively associated with welfare, while the opposite occurs living in hotter areas, as existing literature shows. Flood shocks -defined as annual rainfall higher than one standard deviation from the 50-year average- are associated to a 35% decrease in total and food per-capita consumption and 17 percentage point increase in extreme poverty. On the other hand, extreme shortages of rain and heat shocks show an uncertain effect, even when estimates control for spatial correlation between welfare and weather conditions using the spatial error correction model. Given the heterogeneous effects of climatic events across SSA macro-regions, local-specific adaptation and mitigation strategies are suggested to help bringing households on a sustainable path.",https://doi.org/10.1016/j.worlddev.2019.104691,Middle school
Energy-And-Climate Articles; Food-And-Agriculture Articles,How hot can corn handle it,"Can you remember ever feeling the sun blazing down on your head so fiercely it felt like you might melt? How do you think plants cope with this heat?Scientists have previously thought that high air temperatures are limiting corn yields. They predict that as temperatures rise, this will cause significant losses. But are they right? To answer this, we looked at irrigated corn yield data from three states in the western US Corn Belt. We found that the genetics of the crop and the crop management techniques explained differences in yield more than climate. These factors really changed the corns response to the temperature. Our findings can help farmers adapt to rising temperatures. Studies predict that by the year 2050, demand for corn will grow by 50% in the developing world and that the average global temperature will increase by roughly 2C at this time.","Several recent studies have indicated that high air temperatures are limiting maize (Zea mays L.) yields in the US Corn Belt and project significant yield losses with expected increases in growing season temperatures. Further work has suggested that high air temperatures are indicative of high evaporative demand, and that decreases in maize yields which correlate to high temperatures and vapor pressure deficits (VPD) likely reflect underlying soil moisture limitations. It remains unclear whether direct high temperature impacts on yields, independent of moisture stress, can be observed under current temperature regimes. Given that projected high temperature and moisture may not co-vary the same way as they have historically, quantitative analyzes of direct temperature impacts are critical for accurate yield projections and targeted mitigation strategies under shifting temperature regimes. To evaluate yield response to above optimum temperatures independent of soil moisture stress, we analyzed climate impacts on irrigated maize yields obtained from the National Corn Growers Association (NCGA) corn yield contests for Nebraska, Kansas and Missouri. In irrigated maize, we found no evidence of a direct negative impact on yield by daytime air temperature, calculated canopy temperature, or VPD when analyzed seasonally. Solar radiation was the primary yield-limiting climate variable. Our analyses suggested that elevated night temperature impacted yield by increasing rates of phenological development. High temperatures during grain-fill significantly interacted with yields, but this effect was often beneficial and included evidence of acquired thermo-tolerance. Furthermore, genetics and managementinformation uniquely available in the NCGA contest dataexplained more yield variability than climate, and significantly modified crop response to climate. Thermo-acclimation, improved genetics and changes to management practices have the potential to partially or completely offset temperature-related yield losses in irrigated maize.",http://iopscience.iop.org/article/10.1088/1748-9326/11/9/094012/meta,Lower high school; Upper high school
Energy-And-Climate Articles,How is the ice in Greenland melting,"The island of Greenland is almost completely covered in ice. We needed lots of data (information) to be able to answer But since the 1990s, the sheet of ice has been melting. This these questions. So we collected data to help us model the makes the sea level rise, causing problems for people and ice sheet melt. We looked at glaciers all around the coast animals around the world who live on the coast. of Greenland. We found out most of the melt was happening with glaciers in deep, underwater valleys. Here, the warm We wanted to find out exactly how the Greenland ice sheet ocean melted the glaciers from below. Our findings are is melting. Does the ocean affect how quickly it melts? Could important for predicting the future of Greenlands ice. it be melting Greenlands ice from below?","The retreat and acceleration of Greenland glaciers since the mid-1990s have been attributed to the enhanced intrusion of warm Atlantic Waters (AW) into fjords, but this assertion has not been quantitatively tested on a Greenland-wide basis or included in models. Here, we investigate how AW influenced retreat at 226 marine-terminating glaciers using ocean modeling, remote sensing, and in situ observations. We identify 74 glaciers in deep fjords with AW controlling 49% of the mass loss that retreated when warming increased undercutting by 48%. Conversely, 27 glaciers calving on shallow ridges and 24 in cold, shallow waters retreated little, contributing 15% of the loss, while 10 glaciers retreated substantially following the collapse of several ice shelves. The retreat mechanisms remain undiagnosed at 87 glaciers without ocean and bathymetry data, which controlled 19% of the loss. Ice sheet projections that exclude ocean-induced undercutting may underestimate mass loss by at least a factor of 2.",https://www.science.org/doi/10.1126/sciadv.aba7282,Lower high school; Middle school
